kind,wmape_3m,wmape_14d,wmape_all,bias_3m,applied,rolling,stat,beta,hours,gate,thr,delta_3m,delta_14d,delta_all
day,6.327311151096386,11.06641112321363,6.387042495278276,-49.08229330506883,9,1,mean,-0.2,10-18,wmape,20,-0.0011010919848635226,-0.008204757811204999,-0.001087278813841408
day,6.327311151096386,11.06641112321363,6.387042495278276,-49.08229330506883,9,1,mean,-0.2,10-18,wmape,25,-0.0011010919848635226,-0.008204757811204999,-0.001087278813841408
hour,6.32731123214449,11.069251055410062,6.387042575309633,-50.221564121109544,329,21,median,-0.2,10-16,wmape,20,-0.0011010109367592946,-0.005364825614773139,-0.001087198782484755
hour,6.32731123214449,11.069251055410062,6.387042575309633,-50.221564121109544,329,21,median,-0.2,10-18,wmape,20,-0.0011010109367592946,-0.005364825614773139,-0.001087198782484755
day,6.327312662178701,11.07283487225102,6.387043987404101,-49.59244215321007,25,1,mean,0.05,11-15,wmape,15,-0.0010995809025482473,-0.0017810087738148184,-0.0010857866880167322
hour,6.327313910626726,11.06332364353024,6.387045220190378,-50.19698508695803,265,8,median,-0.2,11-15,wmape,25,-0.0010983324545232875,-0.011292237494595625,-0.0010845539017401151
hour,6.327320653563036,11.077987827039145,6.387051878536722,-50.01413409653002,38,13,median,-0.2,10-16,absbias,250,-0.0010915895182135316,0.003371946014310012,-0.0010778955553956138
day,6.327324399450808,11.076252043040196,6.3870555774324265,-49.31682885076734,150,3,mean,0.1,11-15,absbias,100,-0.001087843630441121,0.0016361620153606538,-0.0010741966596912178
hour,6.327330429806942,11.074360259857519,6.387061532137896,-50.85853287470803,470,34,median,-0.2,10-16,wmape,10,-0.0010818132743075637,-0.00025562116731592255,-0.00106824195422206
day,6.327334364008793,11.066584093616656,6.387065416985285,-49.69741051480552,5,14,mean,0.8,19-23,wmape,12,-0.001077879072456156,-0.008031787408178559,-0.001064357106832503
day,6.327336200389204,11.066597777356726,6.38706723032835,-49.531339311143206,12,14,mean,1.0,7-18,wmape,12,-0.0010760426920457533,-0.008018103668108623,-0.001062543763767465
hour,6.32733958885133,11.08843353325187,6.387070576282305,-51.45875530781333,460,5,mean,-0.1,11-15,none,0,-0.0010726542299197561,0.013817652227034571,-0.001059197809812673
hour,6.327341384250696,11.065761007343118,6.387072349158429,-50.79611246579032,305,13,median,-0.5,11-15,wmape,20,-0.0010708588305536892,-0.008854873681716668,-0.0010574249336885444
hour,6.327344981588821,11.07495737317811,6.38707590136804,-48.513778606453464,521,55,mean,0.05,7-18,wmape,35,-0.0010672614924285284,0.00034149215327516913,-0.0010538727240776424
hour,6.327348185337367,11.075574873373808,6.387079064925641,-48.539075734258965,568,34,mean,0.05,7-18,wmape,25,-0.0010640577438820742,0.0009589923489734531,-0.0010507091664768708
hour,6.327351604631293,11.074615881024835,6.387082441324613,-50.11827294599564,51,34,mean,-0.2,10-16,absbias,250,-0.0010606384499567412,0.0,-0.001047332767504905
hour,6.327363423774007,11.069562570465893,6.387094112196482,-50.11915113044013,272,21,median,-0.2,11-15,wmape,25,-0.0010488193072424323,-0.005053310558942314,-0.0010356618956359753
hour,6.327364468014951,11.074588954003968,6.387095143337448,-50.85244833559562,459,55,median,-0.2,10-16,wmape,10,-0.0010477750662989394,-2.6927020867262286e-05,-0.0010346307546695854
hour,6.327364666570774,11.067477752549493,6.387095339402395,-50.44689981807014,480,8,median,-0.1,10-16,wmape,10,-0.0010475765104756007,-0.007138128475341787,-0.001034434689723085
day,6.327365387000011,11.059605432064018,6.387096050793866,-49.5291127838486,60,8,mean,-0.5,19-23,wmape,10,-0.0010468560812384453,-0.015010448960817158,-0.0010337232982520206
day,6.327379334480733,11.074615881024835,6.387109823303794,-49.91467509985158,216,21,mean,0.05,7-18,absbias,100,-0.0010329086005160804,0.0,-0.0010199507883239534
hour,6.327383279118595,11.083444768202149,6.387113718456276,-48.75347764095364,404,8,mean,0.05,10-18,wmape,35,-0.0010289639626543945,0.008828887177314115,-0.0010160556358416173
