candidate,group_by,rolling,stat,thr,hours,distop,distthr,alpha,applied,wmape_3m,wmape_14d,wmape_all,bias_3m,delta_3m,delta_14d,delta_all
f_price_lag_24,hour_sr_weekend,8,median,500,peakerr,ge_rel,0.1,0.2,6,6.298816073436381,11.035886677132849,6.358904887644723,-48.600175432928566,-0.016892966333385218,0.0,-0.016681044499231135
f_price_lag_24,hour_sr_weekend,13,mean,500,peakerr,ge_rel,0.1,0.2,6,6.298816073436381,11.035886677132849,6.358904887644723,-48.600175432928566,-0.016892966333385218,0.0,-0.016681044499231135
f_price_lag_24,hour_sr_weekend,13,median,500,peakerr,ge_rel,0.1,0.2,6,6.298816073436381,11.035886677132849,6.358904887644723,-48.600175432928566,-0.016892966333385218,0.0,-0.016681044499231135
f_price_lag_24,hour_sr_weekend,21,mean,500,peakerr,ge_rel,0.1,0.2,6,6.298816073436381,11.035886677132849,6.358904887644723,-48.600175432928566,-0.016892966333385218,0.0,-0.016681044499231135
f_price_lag_24,hour_sr_weekend,21,median,500,peakerr,ge_rel,0.1,0.2,6,6.298816073436381,11.035886677132849,6.358904887644723,-48.600175432928566,-0.016892966333385218,0.0,-0.016681044499231135
f_price_lag_24,hour_sr_weekend,34,mean,500,peakerr,ge_rel,0.1,0.2,6,6.298816073436381,11.035886677132849,6.358904887644723,-48.600175432928566,-0.016892966333385218,0.0,-0.016681044499231135
f_price_lag_24,hour_sr_weekend,34,median,500,peakerr,ge_rel,0.1,0.2,6,6.298816073436381,11.035886677132849,6.358904887644723,-48.600175432928566,-0.016892966333385218,0.0,-0.016681044499231135
f_price_lag_24,hour_sr_weekend,55,mean,500,peakerr,ge_rel,0.1,0.2,6,6.298816073436381,11.035886677132849,6.358904887644723,-48.600175432928566,-0.016892966333385218,0.0,-0.016681044499231135
f_price_lag_24,hour_sr_weekend,55,median,500,peakerr,ge_rel,0.1,0.2,6,6.298816073436381,11.035886677132849,6.358904887644723,-48.600175432928566,-0.016892966333385218,0.0,-0.016681044499231135
f_price_lag_24,hour_cr,13,median,-500,night,ge_rel,0.1,0.05,66,6.298820247634775,11.00288555966527,6.3589090094779035,-49.236335373456974,-0.01688879213499117,-0.03300111746757928,-0.016676922666050586
f_price_lag_24,hour_sr_diff,3,mean,-250,peakerr,ge_rel,0.1,0.2,16,6.298832593135313,11.035886677132849,6.358921200104452,-48.89978036902336,-0.01687644663445287,0.0,-0.01666473203950236
f_price_lag_24,hour_cr,13,mean,-250,midday,le_abs,2000.0,-0.3,85,6.298963702889939,11.035886677132849,6.359050665090531,-47.10483603657131,-0.016745336879827377,0.0,-0.01653526705342312
f_price_lag_24,hour_sr_weekend,3,mean,100,night,ge_abs,500.0,0.2,12,6.299030098890487,10.903217442048883,6.359116228154936,-48.13097564071187,-0.016678940879279125,-0.13266923508396644,-0.016469703989018036
f_price_lag_24,hour_cr,5,median,-500,night,ge_rel,0.1,0.05,74,6.299181608098861,11.003788478072343,6.359265836684133,-49.00650050026124,-0.0165274316709052,-0.03209819906050626,-0.016320095459820827
f_price_lag_24,hour_sr_weekend,8,mean,100,all,ge_rel,0.1,0.3,10,6.29918251551273,11.035886677132849,6.359266732714519,-48.03720363299027,-0.016526524257035824,0.0,-0.01631919942943494
f_price_lag_24,hour_sr_weekend,13,mean,100,all,ge_rel,0.1,0.3,10,6.29918251551273,11.035886677132849,6.359266732714519,-48.03720363299027,-0.016526524257035824,0.0,-0.01631919942943494
f_price_lag_24,hour_sr_weekend,21,mean,100,all,ge_rel,0.1,0.3,10,6.29918251551273,11.035886677132849,6.359266732714519,-48.03720363299027,-0.016526524257035824,0.0,-0.01631919942943494
f_price_lag_24,hour_sr_weekend,34,mean,100,all,ge_rel,0.1,0.3,10,6.29918251551273,11.035886677132849,6.359266732714519,-48.03720363299027,-0.016526524257035824,0.0,-0.01631919942943494
f_price_lag_24,hour_sr_weekend,55,mean,100,all,ge_rel,0.1,0.3,10,6.29918251551273,11.035886677132849,6.359266732714519,-48.03720363299027,-0.016526524257035824,0.0,-0.01631919942943494
f_price_lag_24,hour_sr_weekend,5,mean,500,peakerr,ge_rel,0.1,0.3,6,6.299293428221492,11.035886677132849,6.359376254026163,-48.132728652179196,-0.016415611548274534,0.0,-0.01620967811779117
f_price_lag_24,hour_sr_weekend,5,median,500,peakerr,ge_rel,0.1,0.3,6,6.299293428221492,11.035886677132849,6.359376254026163,-48.132728652179196,-0.016415611548274534,0.0,-0.01620967811779117
f_price_lag_24,hour_sr_weekend,8,mean,500,peakerr,ge_rel,0.1,0.3,6,6.299293428221492,11.035886677132849,6.359376254026163,-48.132728652179196,-0.016415611548274534,0.0,-0.01620967811779117
f_price_lag_24,hour_sr_weekend,8,median,500,peakerr,ge_rel,0.1,0.3,6,6.299293428221492,11.035886677132849,6.359376254026163,-48.132728652179196,-0.016415611548274534,0.0,-0.01620967811779117
